sample_id	clock_like_number	subclonal_count	timing_late_clonal_count	timing_early_clonal_count	timing_na_clonal_count	timing_subclonal_count
DO218491	479	105	NA	NA	NA	NA
DO218535	2159	21	NA	NA	NA	NA
DO218550	1553	17	NA	NA	NA	NA
DO218695	1288	3	NA	NA	NA	NA
DO45231	211	0	4	13	196	1
DO45243	362	0	0	42	320	0
DO45245	588	37	NA	NA	NA	NA
DO45249	95	1	2	1	94	1
DO45251	214	68	1	14	199	0
DO45259	446	14	33	287	126	0
DO45283	245	0	42	149	54	0
DO45289	301	36	0	1	251	49
DO45291	256	13	1	15	195	48
DO45293	272	7	NA	NA	NA	NA
DO45297	683	3	1	28	641	13
DO45299	26338	145	8	721	25613	2
DO45301	340	0	13	25	302	0
DO45305	282	12	0	10	272	0
DO45307	242	0	NA	NA	NA	NA
DO10172	8773	832	0	0	8773	0
DO10486	2911	98	7	126	2780	1
DO10631	1725	0	NA	NA	NA	NA
DO219106	2776	15	246	1586	944	0
DO36386	2171	384	40	171	1454	506
DO36431	1400	766	6	90	922	382
DO36459	2298	19	258	644	1348	48
DO36556	NA	NA	NA	NA	NA	NA
DO36572	2216	7	0	0	2216	0
DO36619	1873	0	186	912	775	0
DO36710	1307	0	182	581	544	0
DO36801	2017	1	NA	NA	NA	NA
DO36822	1847	82	61	1310	334	142
DO36945	1580	41	214	604	694	68
DO36969	2247	0	NA	NA	NA	NA
DO37074	3360	0	691	1583	1086	0
DO37138	2354	71	68	125	2057	104
DO37259	2776	59	161	797	1648	170
DO37267	1880	9	0	271	1609	0
DO44086	2162	40	218	1383	561	0
DO44087	1625	192	0	66	1382	177
DO44088	3016	547	178	1826	384	628
DO44089	2292	49	175	317	1761	39
DO44091	2507	19	NA	NA	NA	NA
DO44092	2845	7	78	107	2660	0
DO44093	2347	35	11	233	2105	1
DO44094	3567	117	30	290	3119	128
DO44095	2343	66	307	783	1253	0
DO7801	17845	1408	0	142	0	17703
DO7822	1636	9	20	25	1591	0
DO7831	3622	30	65	304	3009	244
DO7858	1859	8	103	159	1566	31
DO7990	3239	2	503	1476	1260	0
DO8004	1705	33	NA	NA	NA	NA
DO8047	1899	131	181	375	1020	332
DO8264	NA	NA	NA	NA	NA	NA
DO8360	12247	880	1	2	12246	1
DO8658	3851	112	399	173	3279	0
DO8730	35370	9270	362	322	27080	7606
DO8858	11665	15	NA	NA	NA	NA
DO8898	11954	348	17	78	11861	1
DO9034	1522	0	79	543	900	0
DO9042	2128	66	260	749	972	147
DO9074	2216	0	70	1189	957	0
DO9106	1441	31	29	93	1222	97
DO9226	2783	66	183	355	2127	118
DO9700	3021	48	151	311	2212	347
DO9732	2614	12	87	130	2397	0
DO9788	2557	140	NA	NA	NA	NA
DO9876	35057	3010	70	88	31091	3997
DO9940	2830	21	74	614	2071	71
DO221123	1296	8	6	10	1280	0
DO221124	1138	10	19	64	1043	12
DO221127	785	16	38	19	711	17
DO221129	501	5	0	13	444	44
DO222303	592	20	6	21	565	0
DO222304	1300	45	9	20	1271	0
DO222305	1835	0	233	981	621	0
DO222306	1700	10	26	97	1577	0
DO222307	717	48	33	10	674	0
DO222308	1029	17	43	65	904	17
DO222309	865	16	12	27	826	0
DO27763	110	0	0	4	106	0
DO27764	327	7	0	17	301	9
DO27765	278	3	0	6	272	0
DO27767	397	3	0	9	388	0
DO27769	376	18	2	4	355	15
DO27771	287	41	1	3	233	50
DO27773	394	371	3	13	230	148
DO27775	223	15	1	1	211	10
DO27777	448	0	NA	NA	NA	NA
DO27779	1425	7	65	66	1294	0
DO27781	427	4	5	1	421	0
DO27783	977	0	10	61	906	0
DO27785	445	13	4	2	420	19
DO27787	486	0	0	54	432	0
DO27789	466	2	NA	NA	NA	NA
DO27791	247	29	NA	NA	NA	NA
DO27793	313	0	1	8	299	5
DO27795	278	17	0	3	244	31
DO27797	587	11	20	9	558	0
DO27799	263	13	NA	NA	NA	NA
DO27801	629	0	35	86	508	0
DO27803	835	19	4	22	809	0
DO27805	607	0	4	36	567	0
DO27807	489	1	0	10	479	0
DO27809	745	0	25	19	701	0
DO27815	259	12	3	3	253	0
DO27817	321	0	1	1	296	23
DO27819	354	11	8	13	318	15
DO27821	438	3	5	6	427	0
DO27823	233	18	NA	NA	NA	NA
DO27825	299	51	NA	NA	NA	NA
DO27827	1338	0	453	291	594	0
DO27829	229	15	0	1	210	18
DO27833	1055	6	6	93	946	10
DO27835	584	1	8	11	558	7
DO27837	294	13	0	7	238	49
DO27841	210	9	1	1	200	11
DO27843	417	274	0	1	0	416
DO27845	232	0	1	8	223	0
DO27847	697	5	17	25	655	0
DO27849	706	0	2	24	680	0
DO27851	1948	0	31	49	1868	0
DO27853	1516	0	19	34	1463	0
DO27855	781	6	0	40	741	0
DO27857	795	20	5	22	770	1
DO27859	456	8	1	32	409	14
DO52647	465	38	0	5	377	83
DO52649	326	0	25	21	282	1
DO52650	966	49	43	577	208	138
DO52651	1109	20	14	51	1021	23
DO52652	1039	30	0	20	0	1019
DO52653	641	1	1	15	625	0
DO52654	586	0	184	183	221	1
DO52655	962	13	1	36	927	1
DO52656	313	4	3	10	296	4
DO52657	498	5	2	11	480	5
DO52658	465	2	1	5	459	0
DO52659	816	10	37	124	640	15
DO52661	478	0	14	37	427	0
DO52662	399	6	1	2	396	0
DO52663	720	11	20	47	657	2
DO52664	744	14	9	87	635	19
DO52665	1059	0	0	30	1029	0
DO52666	1405	0	2	50	2	1357
DO52667	714	1	6	11	699	1
DO52668	208	6	0	5	197	6
DO52669	583	33	0	25	507	51
DO52670	1885	4	NA	NA	NA	NA
DO52671	1020	7	18	17	985	0
DO52672	1637	3	17	458	1162	0
DO52673	NA	NA	NA	NA	NA	NA
DO52674	1238	114	9	60	969	200
DO52675	1400	0	NA	NA	NA	NA
DO52676	276	0	1	9	265	4
DO52677	712	16	4	12	677	19
DO52679	1410	0	88	52	1270	0
DO52680	176	0	1	4	171	0
DO52681	653	4	29	38	586	0
DO52682	198	0	NA	NA	NA	NA
DO52683	448	5	75	157	203	13
DO52684	1308	45	21	71	1216	0
DO52685	891	16	6	27	862	2
DO52686	3811	0	448	455	2910	1
DO52687	935	1	NA	NA	NA	NA
DO52688	409	0	0	14	395	0
DO52689	840	6	27	7	806	0
DO52690	569	3	1	26	542	0
DO52691	169	0	0	2	165	2
DO52692	2283	0	NA	NA	NA	NA
DO52693	590	16	4	1	585	0
DO52694	511	0	NA	NA	NA	NA
DO52695	394	18	4	4	370	16
DO52696	238	1	0	3	234	1
DO10839	1099	4	NA	NA	NA	NA
DO10840	2131	4	341	1448	342	0
DO10843	1076	0	336	496	244	0
DO10844	720	156	4	19	544	156
DO10858	1987	0	NA	NA	NA	NA
DO50306	2462	333	NA	NA	NA	NA
DO50307	1640	1	199	426	1017	1
DO50309	657	0	113	504	42	1
DO50311	2751	356	NA	NA	NA	NA
DO50314	2024	0	346	752	926	0
DO50315	1581	0	396	461	724	0
DO50316	1830	37	537	276	1017	0
DO50318	1576	105	NA	NA	NA	NA
DO50319	1834	149	NA	NA	NA	NA
DO50320	1535	473	157	182	614	582
DO50321	1313	24	7	43	1263	0
DO50323	1880	122	297	545	1038	0
DO50325	1664	62	3	0	1661	0
DO50326	3624	370	647	737	1440	800
DO50327	541	0	NA	NA	NA	NA
DO50328	1721	660	NA	NA	NA	NA
DO50329	1871	1	143	995	607	126
DO50330	1699	2	NA	NA	NA	NA
DO50331	2467	580	719	1409	339	0
DO50332	2343	0	NA	NA	NA	NA
DO50336	1480	31	186	777	517	0
DO50337	2171	281	346	448	988	389
DO50338	1241	0	68	1010	163	0
DO50340	1368	226	400	533	177	258
DO50341	1265	21	122	157	970	16
DO50342	1056	35	164	464	428	0
DO50343	2681	143	555	814	1066	246
DO50345	1281	2	267	530	484	0
DO50346	3132	73	441	867	1824	0
DO50348	1868	50	NA	NA	NA	NA
DO50349	1086	0	NA	NA	NA	NA
DO50354	633	44	23	59	501	50
DO50357	1287	81	NA	NA	NA	NA
DO50362	2746	598	2	159	1991	594
DO50364	1325	47	452	265	608	0
DO50365	2030	19	56	58	1916	0
DO50367	685	1	216	258	213	1
DO50374	2067	53	194	776	1097	0
DO50381	1386	61	NA	NA	NA	NA
DO50382	2418	44	157	86	2175	0
DO50383	1472	65	188	444	840	0
DO50384	3746	164	486	431	2665	164
DO50385	2480	1	377	1268	835	0
DO50387	2468	0	385	996	1087	0
DO50388	1848	54	139	470	1239	0
DO50389	1863	0	351	1033	481	1
DO50392	659	214	NA	NA	NA	NA
DO50393	1035	0	NA	NA	NA	NA
DO50398	2077	1	379	486	1214	1
DO50399	2133	35	149	571	1413	0
DO50401	2728	406	NA	NA	NA	NA
DO50402	669	12	16	80	546	27
DO50403	908	0	NA	NA	NA	NA
DO50406	3581	0	1312	414	1855	0
DO50407	1062	0	201	241	620	0
DO50408	1767	0	NA	NA	NA	NA
DO50409	1259	62	15	90	1051	103
DO50410	1618	6	132	280	1216	5
DO50411	1135	50	35	129	971	0
DO50412	1854	217	NA	NA	NA	NA
DO50434	1178	0	NA	NA	NA	NA
DO50435	1374	26	328	393	653	0
DO50437	1460	455	99	95	1270	2
DO50438	1502	0	NA	NA	NA	NA
DO50439	637	0	86	390	161	0
DO50440	1726	21	547	357	757	65
DO50441	1938	0	NA	NA	NA	NA
DO50442	2347	71	73	280	1721	273
DO50443	509	0	NA	NA	NA	NA
DO50444	2057	44	NA	NA	NA	NA
DO50445	1285	29	NA	NA	NA	NA
DO50446	2016	140	98	132	1786	0
DO50447	1557	20	142	623	792	0
DO50448	1269	147	12	29	1228	0
DO50449	1312	1	275	671	366	0
DO50450	1257	23	204	271	760	22
DO50451	1335	324	19	26	960	330
DO50452	1504	17	9	73	1422	0
DO50453	1447	7	8	86	1262	91
DO50454	2551	2	NA	NA	NA	NA
DO10900	1250	9	18	1	1218	13
DO10908	2093	40	30	6	2005	52
DO10960	1390	372	0	0	1032	358
DO10970	738	3	52	4	624	58
DO10975	2197	73	NA	NA	NA	NA
DO11046	849	384	NA	NA	NA	NA
DO11148	2344	415	31	2	2313	1
DO11202	2339	74	1	42	2296	0
DO11292	1850	54	5	4	1778	63
DO11382	1206	0	0	2	1204	0
DO11441	1445	34	0	2	1414	29
DO11501	2403	42	6	83	2277	40
DO11776	362	4	105	72	173	12
DO11782	1945	65	0	8	1866	71
DO11794	2088	215	0	6	1714	368
DO11854	3717	2348	NA	NA	NA	NA
DO11860	2853	103	1	27	2702	123
DO12034	1165	30	2	16	1112	35
DO12070	1168	64	154	56	739	219
DO12352	660	634	NA	NA	NA	NA
DO12370	1116	38	115	11	965	25
DO12382	846	9	0	1	845	0
DO12454	1744	100	0	57	1589	98
DO12484	922	21	50	8	864	0
DO12742	2144	264	0	9	1731	404
DO12814	1543	76	4	0	1539	0
DO12952	2311	148	190	12	1955	157
DO13072	1950	18	33	10	1881	26
DO13132	2022	91	185	7	1715	115
DO13144	2522	145	404	31	1927	160
DO13192	3180	97	0	5	3175	0
DO13318	1842	230	1	82	1601	158
DO13348	1696	127	106	2	1432	156
DO13474	2157	119	5	5	2021	126
DO13510	2798	18	5	10	2785	1
DO13575	526	86	3	4	435	84
DO13869	2046	56	NA	NA	NA	NA
DO13971	431	14	1	5	425	0
DO14049	1237	137	0	5	1134	98
DO219580	152	31	0	0	118	34
DO22836	415	20	10	9	396	0
DO22838	332	2	39	250	43	0
DO22839	358	25	0	9	349	0
DO22854	307	10	0	2	305	0
DO22860	454	81	0	8	359	87
DO22866	232	1	0	9	223	0
DO22875	297	4	12	156	88	41
DO22884	283	3	82	66	135	0
DO22887	459	1	193	220	46	0
DO22896	359	5	51	211	97	0
DO22914	268	17	0	26	231	11
DO22929	263	6	3	14	246	0
DO22932	302	9	17	203	82	0
DO22935	246	4	1	18	217	10
DO22953	248	1	0	8	240	0
DO22956	208	4	1	23	180	4
DO22959	176	1	38	113	25	0
DO22970	279	14	2	27	224	26
DO22978	241	107	0	2	127	112
DO22986	260	53	0	0	220	40
DO22994	358	16	65	139	154	0
DO22998	52	1	1	1	47	3
DO23018	404	6	110	209	85	0
DO23023	453	9	12	58	383	0
DO23028	257	0	NA	NA	NA	NA
DO23048	278	19	2	29	236	11
DO23073	286	140	NA	NA	NA	NA
DO23508	409	8	5	21	383	0
DO23509	295	6	18	193	84	0
DO23510	250	19	0	6	215	29
DO23512	244	0	NA	NA	NA	NA
DO23513	437	10	3	37	381	16
DO23514	245	0	1	14	230	0
DO23515	454	22	NA	NA	NA	NA
DO23516	420	6	13	30	377	0
DO23517	246	0	5	13	228	0
DO23518	331	5	NA	NA	NA	NA
DO23519	262	0	NA	NA	NA	NA
DO23520	256	0	3	28	225	0
DO23521	394	0	83	210	101	0
DO23522	284	5	3	15	253	13
DO23524	235	0	0	7	228	0
DO23525	428	5	85	249	94	0
DO23526	220	0	0	10	210	0
DO23527	293	0	NA	NA	NA	NA
DO23528	315	0	95	180	40	0
DO23529	148	0	0	9	139	0
DO23532	224	6	0	1	223	0
DO23533	299	17	3	52	199	45
DO23534	231	3	6	5	220	0
DO23535	239	18	0	2	201	36
DO23536	317	0	NA	NA	NA	NA
DO23537	444	18	0	25	419	0
DO23538	355	12	0	4	326	25
DO23539	353	6	0	14	339	0
DO23540	398	13	3	22	373	0
DO23541	296	0	8	18	270	0
DO23542	340	10	0	16	324	0
DO23544	359	30	5	5	349	0
DO23545	344	11	3	48	280	13
DO23546	205	0	1	36	168	0
DO23549	273	0	NA	NA	NA	NA
DO23550	247	4	2	5	240	0
DO44740	393	6	29	97	267	0
DO44744	256	4	6	156	94	0
DO44806	302	4	0	1	301	0
DO44828	512	7	0	18	494	0
DO44832	516	4	25	18	473	0
DO44872	334	11	1	15	318	0
DO44875	214	0	0	0	214	0
DO44877	296	11	14	53	229	0
DO44883	292	78	0	16	203	73
DO44885	318	1	7	37	274	0
DO44888	1218	1	549	215	454	0
DO44889	405	16	0	14	391	0
DO44890	328	21	0	13	286	29
DO44919	395	66	0	7	388	0
DO44930	308	45	NA	NA	NA	NA
DO44966	677	38	335	171	127	44
DO44974	302	0	NA	NA	NA	NA
DO44978	312	47	0	13	246	53
DO44982	596	49	33	72	443	48
DO44986	194	0	0	34	160	0
DO44994	293	5	0	21	267	5
DO45009	443	4	135	234	74	0
DO45029	334	23	6	17	280	37
DO45035	362	60	2	38	228	94
DO45037	308	7	5	13	290	0
DO45039	310	82	6	9	207	88
DO45041	3056	54	37	93	2926	0
DO45043	246	37	15	26	177	58
DO45045	355	138	17	37	195	109
DO45047	388	17	147	128	57	56
DO45049	606	29	69	27	510	0
DO45051	323	3	15	20	288	0
DO45055	331	15	0	18	313	0
DO45057	342	18	3	12	327	0
DO45059	281	13	9	202	53	17
DO45061	311	30	0	4	274	33
DO45064	294	5	0	53	241	0
DO45065	256	71	1	5	179	71
DO45067	287	8	3	55	229	0
DO45069	337	4	6	4	327	0
DO45071	367	51	NA	NA	NA	NA
DO45073	255	20	0	15	221	19
DO45075	269	11	8	7	254	0
DO45077	341	1	47	258	36	0
DO45079	400	9	0	6	394	0
DO45081	292	4	4	189	99	0
DO45083	504	2	11	309	184	0
DO45085	509	13	NA	NA	NA	NA
DO45087	396	9	12	23	352	9
DO45089	299	3	50	136	113	0
DO45092	313	3	0	5	308	0
DO45094	295	2	3	8	284	0
DO45095	126	0	12	16	98	0
DO45097	444	11	6	40	380	18
DO45099	194	1	0	19	175	0
DO45101	283	31	1	18	219	48
DO45103	272	0	52	149	67	4
DO45109	105	0	2	9	94	0
DO45111	388	4	43	308	29	8
DO45113	86	4	1	2	83	0
DO45115	316	6	0	17	299	0
DO45117	447	4	3	58	378	8
DO45119	350	3	13	58	273	6
DO45121	221	27	0	10	189	22
DO45123	303	19	NA	NA	NA	NA
DO45125	229	9	1	16	212	0
DO45127	631	0	0	62	0	569
DO45129	132	14	0	0	115	17
DO45133	315	10	8	52	246	9
DO45135	236	11	47	150	39	0
DO45137	226	34	1	6	189	30
DO45139	350	26	1	7	342	0
DO45143	284	0	0	11	273	0
DO45145	354	3	0	8	346	0
DO45147	297	11	0	6	291	0
DO45149	337	3	0	5	332	0
DO45153	290	0	8	32	254	2
DO45155	200	0	1	24	175	0
DO45157	83	0	NA	NA	NA	NA
DO45159	239	2	1	35	193	10
DO45161	394	8	1	20	373	0
DO45163	343	2	0	54	289	0
DO45167	164	5	0	0	153	11
DO45169	454	3	0	17	437	0
DO45171	290	0	8	37	236	9
DO45173	291	3	0	7	284	0
DO45177	235	0	0	8	227	0
DO45179	350	26	0	97	226	27
DO45181	440	22	2	10	428	0
DO45183	356	6	0	7	349	0
DO45185	289	0	1	15	273	0
DO45187	186	21	0	6	152	28
DO45189	537	64	0	17	520	0
DO45191	227	28	0	4	183	40
DO45193	384	28	NA	NA	NA	NA
DO45197	283	8	2	27	256	1
DO45201	295	9	3	35	245	12
DO45203	455	0	163	94	198	0
DO45205	244	0	0	3	241	0
DO45207	376	13	7	10	359	0
DO45209	249	3	0	6	243	0
DO45211	755	6	64	646	34	11
DO45213	270	3	1	8	261	0
DO45215	138	7	0	3	117	18
DO45217	373	17	NA	NA	NA	NA
DO45219	283	2	0	2	281	0
DO45221	352	94	NA	NA	NA	NA
DO45223	105	0	2	7	96	0
DO45225	295	0	NA	NA	NA	NA
DO45227	445	0	19	318	108	0
DO45229	229	0	0	22	207	0
DO45233	165	0	0	0	165	0
DO45235	224	0	0	10	214	0
DO45237	379	66	NA	NA	NA	NA
DO45239	260	5	0	10	250	0
DO45241	181	0	3	24	154	0
DO45247	221	13	0	11	187	23
DO45253	373	10	8	6	359	0
DO45255	217	2	0	2	215	0
DO45257	351	97	NA	NA	NA	NA
DO45263	227	0	3	6	218	0
DO45265	309	10	NA	NA	NA	NA
DO45267	352	11	9	29	297	17
DO45269	301	7	NA	NA	NA	NA
DO45277	329	0	9	23	297	0
DO48505	235	5	0	5	230	0
DO48518	253	0	NA	NA	NA	NA
DO48552	98	0	8	83	4	3
DO48672	350	9	3	9	338	0
DO48674	363	2	5	47	311	0
DO48677	395	18	0	22	355	18
DO48679	347	0	NA	NA	NA	NA
DO48681	283	4	1	8	274	0
DO48682	5566	67	3	106	5459	1
DO48684	253	1	0	28	222	3
DO48686	376	5	0	39	330	7
DO48687	256	0	NA	NA	NA	NA
DO48689	246	10	0	1	245	0
DO48691	161	0	0	8	153	0
DO48692	202	0	0	16	186	0
DO48694	161	0	0	19	142	0
DO48695	311	0	20	180	111	0
DO48697	318	6	NA	NA	NA	NA
DO48700	154	0	0	15	139	0
DO48701	251	4	0	16	222	13
DO48703	277	21	0	8	269	0
DO48704	220	1	2	11	207	0
DO48706	393	5	2	55	336	0
DO48709	333	0	NA	NA	NA	NA
DO48712	186	0	NA	NA	NA	NA
DO48715	299	1	3	9	287	0
DO48716	309	16	3	19	271	16
DO48717	49	27	4	2	45	1
DO48719	324	0	0	10	314	0
DO48720	211	195	3	12	196	0
DO48721	280	8	NA	NA	NA	NA
DO48723	325	21	0	31	272	22
DO48725	234	3	NA	NA	NA	NA
DO48727	388	11	0	9	379	0
DO48728	174	0	NA	NA	NA	NA
DO48730	261	0	0	11	250	0
DO48732	324	0	NA	NA	NA	NA
DO48733	198	0	4	34	160	0
DO48736	232	0	0	4	228	0
DO48737	228	0	46	133	49	0
DO48741	330	16	0	14	316	0
DO48742	616	16	NA	NA	NA	NA
DO48743	307	7	7	18	278	4
DO48751	318	1	0	11	307	0
DO48753	165	7	NA	NA	NA	NA
DO48757	324	0	8	258	58	0
DO48759	215	0	30	184	1	0
DO48760	319	34	0	2	317	0
DO48761	198	5	0	3	195	0
DO49659	293	4	NA	NA	NA	NA
DO49695	154	1	0	19	135	0
DO50772	182	0	0	9	173	0
DO50774	305	1	0	0	305	0
DO50776	285	1	NA	NA	NA	NA
DO50778	281	0	NA	NA	NA	NA
DO50780	378	0	32	278	68	0
DO50783	264	5	2	23	231	8
DO50785	314	1	NA	NA	NA	NA
DO50787	180	0	0	3	177	0
DO50789	316	16	2	5	309	0
DO50791	324	290	0	21	303	0
DO50796	222	3	11	23	176	12
DO50798	370	5	4	85	281	0
DO50799	327	7	12	18	297	0
DO50800	257	0	0	5	252	0
DO50802	322	16	1	3	318	0
DO50803	293	0	1	16	276	0
DO50804	344	3	0	20	324	0
DO50805	343	0	8	20	315	0
DO50806	289	14	NA	NA	NA	NA
DO50807	339	12	0	4	335	0
DO50808	268	0	1	6	261	0
DO50811	393	14	7	35	334	17
DO50813	330	4	0	4	326	0
DO50815	420	4	76	253	91	0
DO50816	308	2	1	31	270	6
DO50817	489	18	18	22	435	14
DO50818	386	4	0	13	373	0
DO50819	168	0	0	0	168	0
DO50820	320	13	0	6	314	0
DO50822	309	3	6	12	291	0
DO50825	416	1	72	289	55	0
DO50827	229	2	4	10	215	0
DO50829	308	0	6	25	277	0
DO50831	199	0	1	9	189	0
DO50832	319	0	NA	NA	NA	NA
DO50834	369	2	10	253	114	4
DO50839	169	11	0	19	139	11
DO50840	260	8	1	10	241	8
DO50845	143	0	0	15	128	0
DO50848	129	0	2	14	113	0
DO50850	290	1	NA	NA	NA	NA
DO50851	450	23	3	19	428	0
DO50855	390	0	3	19	368	0
DO50857	282	0	36	121	129	2
DO50859	405	5	7	177	221	0
DO52171	370	9	NA	NA	NA	NA
DO52172	299	136	0	5	177	117
DO52307	303	14	0	10	293	0
DO16110	356	4	0	9	347	0
DO16113	172	21	0	2	170	0
DO16136	197	8	3	0	194	0
DO16233	83	4	0	5	78	0
DO16248	245	8	0	0	245	0
DO16269	238	0	NA	NA	NA	NA
DO16769	300	20	4	23	273	0
DO16881	278	84	0	0	166	112
DO16999	243	3	1	1	241	0
DO17054	304	47	NA	NA	NA	NA
DO17074	132	27	0	0	101	31
DO17085	181	6	0	10	156	15
DO17178	182	0	0	2	180	0
DO17373	179	27	0	0	179	0
DO17722	120	4	0	0	120	0
DO17751	314	0	1	7	306	0
DO17791	186	16	0	0	129	57
DO17848	377	9	NA	NA	NA	NA
DO17977	231	0	0	1	230	0
DO18016	347	75	0	1	346	0
DO18056	424	0	73	199	136	16
DO18164	253	42	0	24	186	43
DO18392	464	0	NA	NA	NA	NA
DO18572	288	0	0	0	288	0
DO18651	191	0	0	0	191	0
DO18671	247	4	0	5	242	0
DO18701	212	6	0	7	205	0
DO18839	148	3	0	0	148	0
DO18988	216	10	0	2	164	50
DO19028	170	14	4	17	136	13
DO19048	396	0	96	146	154	0
DO19380	242	38	0	3	239	0
DO19733	187	8	0	1	186	0
DO20082	361	0	5	15	341	0
DO20416	374	53	3	2	369	0
DO20604	263	21	0	0	242	21
DO46827	346	77	0	0	236	110
DO46830	226	26	0	1	225	0
DO46832	232	0	0	6	226	0
DO46834	39	0	5	29	5	0
DO46836	271	4	6	12	253	0
DO46838	313	1	0	6	307	0
DO46844	382	63	0	4	378	0
DO46847	568	17	216	279	73	0
DO46850	323	322	1	1	229	95
DO46853	204	34	0	0	204	0
DO46856	255	0	82	100	73	0
DO46859	304	31	0	1	303	0
DO46869	241	6	0	0	241	0
DO46873	291	63	0	0	225	66
DO46877	5223	51	2	70	5151	0
DO46881	443	224	84	154	205	0
DO46885	221	34	0	7	153	61
DO46889	213	7	0	2	211	0
DO46893	297	1	0	1	296	0
DO46897	294	40	0	0	294	0
DO46901	149	0	NA	NA	NA	NA
DO46905	289	15	0	5	284	0
DO46909	337	8	2	0	335	0
DO46913	245	0	NA	NA	NA	NA
DO46917	223	0	NA	NA	NA	NA
DO46921	83	4	0	3	80	0
DO46925	300	58	4	189	54	53
DO46929	182	5	0	0	182	0
DO46933	251	21	0	4	247	0
DO46937	333	1	6	46	238	43
DO46945	157	8	0	0	157	0
DO46953	155	17	0	2	153	0
DO46957	199	28	0	1	198	0
DO46961	284	64	1	0	219	64
DO46973	458	42	0	7	402	49
DO46977	255	61	0	2	181	72
DO46980	351	87	0	7	255	89
DO46984	248	14	6	1	241	0
DO46988	322	34	0	0	286	36
DO46992	311	3	0	1	310	0
DO47000	138	0	0	7	131	0
DO47004	213	16	0	0	213	0
DO47016	269	65	0	14	185	70
DO47048	148	35	0	1	110	37
DO47052	238	171	0	0	238	0
DO47056	373	35	6	27	292	48
DO47060	252	5	0	7	245	0
DO47064	235	24	1	0	234	0
DO47068	239	15	0	0	239	0
DO47072	568	64	47	59	373	89
DO47076	85	1	0	0	85	0
DO47080	140	0	0	1	139	0
DO47088	306	0	10	2	294	0
DO47092	185	0	NA	NA	NA	NA
DO47096	145	15	2	0	143	0
DO47100	424	0	NA	NA	NA	NA
DO47104	466	84	0	4	376	86
DO47108	84	10	NA	NA	NA	NA
DO47116	378	0	75	162	141	0
DO47124	211	0	NA	NA	NA	NA
DO47128	269	0	NA	NA	NA	NA
DO47132	146	80	0	0	40	106
DO47150	280	20	0	1	279	0
DO47153	208	1	NA	NA	NA	NA
DO47156	202	23	0	0	171	31
DO47159	264	0	0	4	260	0
DO47162	205	2	0	8	197	0
DO47165	196	0	0	2	194	0
DO47171	320	30	2	6	282	30
DO47174	283	10	0	1	282	0
DO47234	103	77	0	0	46	57
DO47243	191	29	0	0	152	39
DO47249	154	0	0	4	150	0
DO219974	293	4	108	99	86	0
DO219975	457	0	10	37	410	0
DO220118	166	37	0	0	122	44
DO220122	724	521	NA	NA	NA	NA
DO220126	169	37	0	1	134	34
DO220138	227	14	83	67	63	17
DO220140	355	77	0	3	283	69
DO220153	292	16	89	40	146	17
DO220157	389	84	0	2	295	92
DO220163	456	2	200	132	124	0
DO220168	395	63	NA	NA	NA	NA
DO220172	422	2	NA	NA	NA	NA
DO220174	209	8	0	1	208	0
DO220176	528	157	1	14	366	147
DO220221	415	8	171	32	206	9
DO219944	463	0	78	139	246	0
DO219945	303	3	58	162	83	0
DO219949	532	36	78	97	305	52
DO219951	749	3	NA	NA	NA	NA
DO219952	271	31	0	10	218	43
DO219954	270	31	33	215	34	6
DO219960	206	20	1	9	180	16
DO219961	242	11	0	15	216	11
DO219962	344	9	21	9	314	0
DO219964	199	0	1	6	192	0
DO219965	279	0	NA	NA	NA	NA
DO219966	363	33	NA	NA	NA	NA
DO219967	239	16	0	9	210	20
DO219968	241	49	0	7	182	52
DO219969	406	0	NA	NA	NA	NA
DO219970	450	4	120	262	68	0
DO219972	334	8	14	20	282	18
DO23584	1279	534	204	363	259	453
DO23608	545	0	177	93	275	0
DO23610	358	26	1	13	346	1
DO23648	162	116	1	0	56	105
DO23651	211	7	1	108	102	0
DO23687	355	5	2	15	314	24
DO23702	693	14	210	240	114	129
DO23735	524	0	215	277	32	0
DO23744	817	79	NA	NA	NA	NA
DO23786	299	54	0	5	222	72
DO23838	792	11	3	27	762	0
DO23942	663	256	13	38	470	142
DO24130	735	40	29	36	624	46
DO24307	748	285	NA	NA	NA	NA
DO24467	564	6	NA	NA	NA	NA
DO24497	496	35	NA	NA	NA	NA
DO24646	568	325	146	37	260	125
DO24675	508	19	NA	NA	NA	NA
DO24729	843	170	0	21	822	0
DO24860	510	63	NA	NA	NA	NA
DO25010	727	375	0	22	321	384
DO25068	346	318	3	21	273	49
DO25104	862	0	NA	NA	NA	NA
DO25189	1686	0	65	304	1317	0
DO25320	1354	16	27	112	1078	140
DO25444	758	6	68	453	214	23
DO25622	671	89	NA	NA	NA	NA
DO25737	77	57	NA	NA	NA	NA
DO25797	1910	0	NA	NA	NA	NA
DO25847	1551	0	NA	NA	NA	NA
DO25887	270	1	NA	NA	NA	NA
DO25985	798	0	NA	NA	NA	NA
DO26062	634	265	199	301	113	21
DO26230	702	0	NA	NA	NA	NA
DO26280	562	0	133	69	360	0
DO26354	818	0	291	367	160	0
DO26427	756	5	189	267	300	0
DO26434	787	2	280	90	339	78
DO26445	911	26	208	486	217	0
DO26459	609	7	182	251	176	0
DO26461	804	227	16	28	477	286
